Brand,OS_Platform,Resolution_Type,Inches,Launch,Price,Review_Count,Rating
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
XIAOMI,Google TV,HD Ready,32,2025,"₹13,999",141,4
KODAK,Android,Full HD,42,2023,"₹14,499","7,747",4.4
BESTON,Google TV,Ultra HD (4K),65,2025,"₹40,999",7,4.3
BESTON,Google TV,Ultra HD (4K),43,2025,"₹18,999",7,4.3
Blaupunkt,Linux,HD Ready,24,2022,"₹5,999",244,4
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
Blaupunkt,Android,Full HD,40,2025,"₹15,499","2,755",4.5
Acer,Google TV,Ultra HD (4K),43,2024,"₹19,999",173,4
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
Samsung,,Ultra HD (4K),65,2023,"₹69,990","3,730",4.3
Daiwa,WebOS,Ultra HD (4K),43,2024,"₹16,989",359,4.2
TCL,Google TV,Ultra HD (4K),75,2025,"₹89,990",14,4.3
TCL,Google TV,Ultra HD (4K),65,2025,"₹64,990",14,4.3
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
TOSHIBA,Google TV,Ultra HD (4K),65,2023,"₹57,999",803,4.3
Thomson,Android,Ultra HD (4K),43,2021,"₹17,999","5,545",4.3
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
Samsung,Android,HD Ready,32,2025,"₹14,090",7,3.9
Sansui,Google TV,Full HD,43,2023,"₹22,990",244,4.2
LG,WebOS,Ultra HD (4K),65,2022,"₹1,52,199",108,4.4
Doodle,Android,HD Ready,43,2023,"₹17,000",12,3.9
Foxsky,,HD Ready,32,2023,"₹6,699",572,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
XIAOMI,Android,Ultra HD (4K),43,2022,"₹42,999","5,753",4.3
TCL,Google TV,Ultra HD (4K),65,2025,"₹58,990",22,4.1
Thomson,,Ultra HD (4K),43,2025,"₹17,999",157,4.2
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
XElectron,,HD Ready,32,2023,"₹6,990",166,4.1
Reliance,WebOS,Full HD,32,2024,"₹11,990",41,4
TCL,Google TV,Ultra HD (4K),115,2024,"₹29,99,000",,
MOTOROLA,Google TV,HD Ready,32,2024,"₹11,999",326,4.2
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
Reliance,Google TV,Ultra HD (4K),43,2025,"₹21,999",17,4.2
Reliance,Google TV,Full HD,43,2025,"₹17,989",17,4.2
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Reliance,Android,HD Ready,32,2023,"₹9,490",17,4.2
Coocaa,Google TV,Ultra HD (4K),55,2024,"₹35,999",59,4.2
iFFALCON,Google TV,Ultra HD (4K),43,2022,"₹19,000","8,499",4.2
MOTOROLA,Google TV,Ultra HD (4K),50,2024,"₹37,999",71,4.3
XIAOMI,Google TV,HD Ready,32,2025,"₹13,999",141,4
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
Hisense,,Ultra HD (4K),43,2025,"₹26,999",918,4.3
TOSHIBA,Google TV,Ultra HD (4K),55,2024,"₹38,999",4,4
Panasonic,Google TV,HD Ready,32,2023,"₹14,990",543,4.2
Samsung,,Ultra HD (4K),50,2025,"₹40,990","3,730",4.3
Vu,WebOS,Ultra HD (4K),55,2024,"₹32,499",728,4.2
Reliance,Google TV,HD Ready,32,2025,"₹11,990",17,4.2
iFFALCON,Google TV,Ultra HD (4K),50,2022,"₹19,999","8,499",4.2
BPL,Android,HD Ready,32,2023,"₹12,290",0,3.8
Samsung,,Ultra HD (4K),50,2025,"₹39,990","1,261",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
Hisense,,Ultra HD (4K),65,2024,"₹64,999",918,4.3
Infinix,Google TV,Ultra HD (4K),55,2024,"₹30,999",138,4
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
Thomson,,HD Ready,24,2018,"₹5,299","3,638",4.1
REDMI,Android,HD Ready,32,2023,"₹11,990",7,4.1
Samsung,,Ultra HD (4K),55,2024,"₹61,990",66,4.4
SONY,Google TV,Ultra HD (4K),43,2024,"₹43,490",14,4.5
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
TOSHIBA,Google TV,Ultra HD (4K),55,2025,"₹33,999",360,4.2
Hisense,,Ultra HD (4K),50,2023,"₹30,999",918,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
SONY,Google TV,Ultra HD (4K),75,2024,"₹1,36,990",,
XIAOMI,Android,HD Ready,32,2022,"₹16,999",1,3.8
Acer,Google TV,Full HD,43,2023,"₹19,999",688,4.2
TCL,Android,Full HD,43,2024,"₹21,990",1,4
Foxsky,,HD Ready,32,2023,"₹6,699",572,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Reliance,Google TV,Ultra HD (4K),55,2025,"₹33,240",,
LG,WebOS,Ultra HD (4K),55,2025,"₹67,990",26,4.5
Thomson,,Ultra HD (4K),43,2025,"₹17,999",157,4.2
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
Hisense,,Ultra HD (4K),65,2025,"₹53,999",918,4.3
Blaupunkt,Android,HD Ready,,2022,"₹14,999","3,509",4.4
SONY,Google TV,Ultra HD (4K),65,2024,"₹98,184",1,4.3
Daiwa,WebOS,Ultra HD (4K),65,2024,"₹40,999",11,4.3
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
SONY,Google TV,Ultra HD (4K),50,2024,"₹78,360",,
Hisense,Google TV,Ultra HD (4K),55,2023,"₹34,999","1,299",4.3
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
Reliance,Google TV,Full HD,32,2024,"₹11,990",1,3.4
SONY,Google TV,Ultra HD (4K),55,2024,"₹82,760",,
LG,WebOS,Ultra HD (4K),55,2024,"₹69,990",26,4.5
Hisense,,Ultra HD (4K),43,2023,"₹27,999",918,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
Samsung,,HD Ready,32,2020,"₹14,980",10,3.9
TCL,Google TV,Ultra HD (4K),98,2023,"₹2,19,990",0,3.5
Foxsky,,HD Ready,32,2023,"₹6,699",572,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Acer,Google TV,Ultra HD (4K),50,2023,"₹28,999",190,4
XIAOMI,Android,Ultra HD (4K),43,2019,"₹28,999","5,753",4.3
Hisense,,Ultra HD (4K),100,2024,"₹2,79,999",918,4.3
TCL,Google TV,Ultra HD (4K),65,2024,"₹64,990",286,4.2
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
Mi,Android,HD Ready,32,2022,"₹15,209","7,913",4.3
Samsung,,Ultra HD (4K),55,2024,"₹53,990",0,4.3
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
Reliance,Google TV,HD Ready,32,2025,"₹12,499",17,4.2
Samsung,,HD Ready,32,2020,"₹14,490",15,4.3
LG,WebOS,Ultra HD (4K),75,2020,"₹3,39,699",,
Sansui,Google TV,Ultra HD (4K),50,2023,"₹30,910",244,4.2
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
Acer,Google TV,Ultra HD (4K),75,2023,"₹69,999",569,4.2
acerpure,Google TV,Ultra HD (4K),55,2024,"₹31,999",456,4.2
Foxsky,,HD Ready,32,2023,"₹6,699",572,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Samsung,,Ultra HD (4K),50,2024,"₹46,990",0,4.8
MarQ,Google TV,HD Ready,32,2023,"₹9,999",72,4.1
Hisense,,Ultra HD (4K),55,2023,"₹44,999",29,4.3
Doodle,Android,HD Ready,32,2023,"₹9,100",12,3.9
Thomson,,Ultra HD (4K),43,2025,"₹17,999",157,4.2
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
Vu,Google TV,Ultra HD (4K),65,2023,"₹45,999",728,4.2
Thomson,Google TV,Ultra HD (4K),65,2025,"₹43,999","5,401",4.4
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
acerpure,Google TV,Ultra HD (4K),65,2024,"₹46,999",217,4.1
Blaupunkt,Google TV,Ultra HD (4K),65,2025,"₹44,999","2,755",4.5
Panasonic,,Full HD,43,2023,"₹24,580",1,5
XIAOMI,Google TV,Ultra HD (4K),43,2023,"₹25,000","5,753",4.3
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
Acer,Google TV,Ultra HD (4K),65,2024,"₹64,999",211,4.1
acerpure,Google TV,HD Ready,32,2024,"₹10,999",217,4.1
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
Blaupunkt,Google TV,Ultra HD (4K),55,2023,"₹28,999","1,807",4.5
Samsung,,Ultra HD (4K),43,2024,"₹36,490",0,3.7
SONY,Google TV,HD Ready,32,2024,"₹27,490",0,4.1
Samsung,,Ultra HD,65,2022,"₹2,49,990",,
Foxsky,,HD Ready,32,2023,"₹6,699",572,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Samsung,,Ultra HD (4K),55,2022,"₹1,44,922",221,4.2
Hisense,,Ultra HD (4K),65,2024,"₹79,999",11,4.1
Thomson,,Ultra HD (4K),43,2025,"₹17,999",157,4.2
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
LG,WebOS,Ultra HD (4K),75,2019,"₹3,38,599",,
Samsung,,Ultra HD (4K),65,2022,"₹1,34,990",221,4.2
Daiwa,WebOS,Ultra HD (4K),43,2024,"₹21,999",334,4.2
Samsung,,Ultra HD (4K),65,2024,"₹1,00,990",66,4.4
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
TOSHIBA,,Ultra HD (4K),85,2023,"₹1,79,999",3,4.1
Samsung,,Ultra HD (4K),65,2025,"₹64,990","3,730",4.3
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
KODAK,,HD Ready,32,2017,"₹7,999","2,511",4.1
Infinix,WebOS,Ultra HD (4K),65,2023,"₹47,999",319,4.1
IMPEX,Google TV,Ultra HD (4K),55,2023,"₹42,000",1,5
SONY,Google TV,Ultra HD (4K),55,2023,"₹1,05,440",6,4.9
XIAOMI,Google TV,HD Ready,32,2025,"₹13,999",141,4
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
XIAOMI,Android,Ultra HD (4K),55,2022,"₹39,999","5,753",4.3
Samsung,,Ultra HD (4K),65,2019,"₹1,26,129",1,3.5
Panasonic,Google TV,HD Ready,32,2023,"₹14,990",543,4.2
Samsung,,Ultra HD (4K),50,2025,"₹40,990","3,730",4.3
Samsung,,Full HD,43,2020,"₹26,980",3,4.2
Lloyd,WebOS,HD Ready,32,2023,"₹15,689",,
acerpure,Google TV,HD Ready,32,2024,"₹10,999",217,4.1
Samsung,,Full HD,43,2020,"₹37,786",3,3.7
Samsung,,Ultra HD (4K),50,2025,"₹39,990","1,261",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
Lloyd,WebOS,Full HD,43,2024,"₹24,090",,
BPL,Google TV,HD Ready,32,2023,"₹12,499",0,4.7
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
LG,WebOS,Ultra HD (4K),55,2020,"₹99,999",10,4.7
LIMEBERRY,Google TV,Full HD,32,2023,"₹10,499",,
Samtonic,Linux,HD Ready,32,2023,"₹7,999",9,3.9
Samsung,,Ultra HD (4K),65,2024,"₹73,990",,
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Samsung,,Ultra HD (4K),65,2024,"₹1,89,790",1,4.1
TOSHIBA,Google TV,Ultra HD (4K),65,2022,"₹56,999",803,4.3
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
vistek,Android,Full HD,32,2023,"₹8,131",1,4.5
Samsung,,Ultra HD (4K),43,2024,"₹36,999",1,4
Infinix,WebOS,HD Ready,32,2023,"₹10,999",319,4.1
KODAK,,HD Ready,24,2018,"₹5,499","1,153",4
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
Thomson,,Ultra HD (4K),43,2025,"₹17,999",157,4.2
Infinix,WebOS,Ultra HD (4K),43,2023,"₹22,999",319,4.1
SONY,Google TV,Full HD,32,2024,"₹26,999",0,3.8
Samsung,,Ultra HD (4K),50,2022,"₹73,990",221,4.2
SONY,Google TV,Ultra HD (4K),50,2024,"₹56,990",12,4.6
SONY,Android,Ultra HD (4K),55,2020,"₹79,990",1,4.8
Haier,Android,Ultra HD (4K),43,2020,"₹31,099",24,4.2
Samsung,,Ultra HD (4K),55,2024,"₹45,890",0,3.5
Haier,Google TV,Ultra HD (4K),50,2021,"₹38,900",,
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Haier,Google TV,Ultra HD (4K),43,2025,"₹34,990",6,4.1
Samsung,,Ultra HD (4K),55,2016,"₹2,41,599",8,3.6
Acer,Android,HD Ready,32,2023,"₹13,299",0,3.3
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
Lloyd,Linux,HD Ready,32,2022,"₹12,950",3,3.9
LG,WebOS,Full HD,32,2022,"₹18,990",7,4.3
LG,WebOS,HD Ready,32,2023,"₹15,490",0,4.3
Haier,,HD Ready,32,2021,"₹12,899",,
Samsung,,Ultra HD (4K),55,2025,"₹41,990","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
Haier,,Ultra HD (4K),43,2023,"₹28,900",0,2.8
Samtonic,Android,HD Ready,32,2024,"₹9,499",9,3.9
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
SONY,Google TV,Ultra HD (4K),43,2021,"₹54,990",79,4.7
Wybor,Android,HD Ready,32,2021,"₹11,999",,
LG,WebOS,Ultra HD (4K),75,2019,"₹1,96,199",1,2.5
JVC,Android,Ultra HD (4K),65,2022,"₹64,500",,
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Samsung,,Ultra HD (4K),43,2024,"₹33,900",0,3.7
Reliance,Android,Full HD,43,2025,"₹18,990",1,4
Samsung,,Ultra HD (4K),50,2025,"₹40,990","3,730",4.3
Samsung,,Ultra HD (4K),50,2025,"₹39,990","1,261",4.3
Samsung,,Ultra HD (4K),65,2024,"₹99,180",,
Coocaa,Linux,HD Ready,32,2019,"₹11,999","1,216",4.2
IAIR,,HD Ready,32,2024,"₹7,400",8,3.6
LG,WebOS,Ultra HD (4K),65,2022,"₹74,990",135,4.4
Samsung,,Ultra HD (4K),55,2025,"₹41,490","1,261",4.3
Samsung,Android,Ultra HD (4K),65,2024,"₹69,990",,
Samsung,,Ultra HD (4K),65,2024,"₹69,990",,
Samsung,,Ultra HD (4K),65,2022,"₹71,990",,
Samsung,,Ultra HD (4K),75,2024,"₹1,13,900",0,3
XIAOMI,Google TV,HD Ready,32,2025,"₹13,999",141,4
XIAOMI,Android,Full HD,40,2021,"₹21,299","3,305",4.3
Coocaa,Linux,Ultra HD (4K),50,2019,"₹28,599",96,4.1
Samsung,,Ultra HD (4K),49,2016,"₹1,09,499",12,4.4
Hisense,,Ultra HD (4K),55,2022,"₹52,699",95,4.3
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
Panasonic,Google TV,Ultra HD (4K),43,2023,"₹27,990","1,214",4.3
Samsung,,Ultra HD (4K),43,2024,"₹33,490",1,4.8
Panasonic,Android,Ultra HD (4K),55,2023,"₹44,280",,
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
Thomson,,Ultra HD (4K),43,2025,"₹17,999",157,4.2
iMEE,Android,Full HD,43,2024,"₹15,999",,
Coocaa,Coolita,HD Ready,32,2021,"₹8,499","3,280",4.2
XIAOMI,Android,HD Ready,32,2019,"₹12,999",0,3
LG,WebOS,Ultra HD (4K),55,2022,"₹54,990",135,4.4
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
Samsung,,Ultra HD (4K),55,2023,"₹59,990",66,4.4
Samsung,,Ultra HD (4K),43,2024,"₹42,240",1,3.7
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Samsung,,Ultra HD (4K),65,2021,"₹66,990","1,323",4.4
Sansui,Android,Ultra HD (4K),43,2020,"₹27,303",244,4.2
Samsung,,Ultra HD (4K),65,2024,"₹73,900",,
SONY,Google TV,Ultra HD (4K),43,2023,"₹40,999",416,4.7
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
XElectron,,HD Ready,24,2023,"₹5,199",166,4.1
Thomson,Android,Ultra HD (4K),55,2020,"₹38,399","9,600",4.4
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
Panasonic,Google TV,HD Ready,32,2023,"₹14,990",543,4.2
Infinix,Android,Ultra HD (4K),50,2022,"₹29,999",218,4.2
XIAOMI,Android,Ultra HD (4K),50,2021,"₹41,999","2,870",4.3
LG,WebOS,Full HD,32,2021,"₹16,490",11,4.4
LG,WebOS,Ultra HD (4K),65,2017,"₹2,51,099",1,5
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
Samsung,,Ultra HD (4K),55,2021,"₹44,990","2,615",4.4
LG,WebOS,Full HD,43,2019,"₹36,999",583,4.4
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
BPL,Linux,HD Ready,32,2025,"₹10,990",,
Sansui,Android,Full HD,43,2023,"₹19,990",0,3.8
Daiwa,WebOS,Ultra HD (4K),50,2024,"₹29,999",11,4.3
Lloyd,WebOS,Ultra HD (4K),43,2023,"₹28,199",36,4.5
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
LG,WebOS,Ultra HD (4K),43,2021,"₹37,070",382,4.5
Acer,Android,Ultra HD (4K),43,2022,"₹26,399",146,4.5
Foxsky,,HD Ready,32,2023,"₹6,699",572,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Samsung,,Ultra HD (4K),85,2023,"₹3,10,000",,
SONY,Google TV,Ultra HD (4K),65,2024,"₹2,05,950",,
Samsung,,Ultra HD (4K),50,2024,"₹48,490",0,3.5
Samsung,,Ultra HD (4K),43,2021,"₹33,990","2,615",4.4
Thomson,,Ultra HD (4K),43,2025,"₹17,999",157,4.2
XIAOMI,Google TV,HD Ready,32,2025,"₹13,999",141,4
Aiwa,Google TV,Ultra HD (4K),55,2024,"₹42,900",2,4.2
LG,WebOS,Ultra HD (4K),65,2024,"₹1,09,990",26,4.5
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
KODAK,,HD Ready,32,2017,"₹11,999","2,511",4.1
Sansui,Android,HD Ready,32,2023,"₹11,599",110,4.1
Haier,,Full HD,43,2021,"₹28,435",,
Hisense,Google TV,Ultra HD (4K),50,2023,"₹35,990","1,299",4.3
Samsung,,Ultra HD (4K),43,2025,"₹29,490","3,730",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
TCL,Google TV,Ultra HD (4K),75,2025,"₹1,04,990",3,4.2
Samsung,,Ultra HD (4K),75,2018,"₹2,34,149",,
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
Thomson,Google TV,Ultra HD (4K),43,2023,"₹19,999","5,401",4.4
Panasonic,,Ultra HD (4K),75,2023,"₹1,32,280",,
SONY,Google TV,Ultra HD (4K),75,2021,"₹1,39,990",79,4.7
BPL,Linux,HD Ready,32,2024,"₹11,990",,
Samsung,,Ultra HD,65,2023,"₹2,69,990",,
Foxsky,,HD Ready,32,2023,"₹6,699",572,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
Hisense,,Ultra HD (4K),65,2025,"₹79,999",1,2.3
Samsung,,Ultra HD (4K),85,2024,"₹3,39,990",,
Thomson,,Ultra HD (4K),43,2025,"₹17,999",157,4.2
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
Samsung,,Ultra HD (4K),85,2024,"₹3,39,990",,
LG,WebOS,Ultra HD (4K),70,2022,"₹70,890",,
Sansui,Google TV,Ultra HD (4K),65,2023,"₹34,059",1,4
XIAOMI,Android,Ultra HD (4K),50,2022,"₹34,999","5,753",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Hisense,Android,Full HD,43,2022,"₹22,490",19,4.1
Acer,Android,Ultra HD (4K),70,2023,"₹64,990",2,4.4
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
SONY,Android,Ultra HD (4K),43,2024,"₹40,490",12,4.6
SONY,Google TV,Ultra HD (4K),55,2024,"₹1,39,990",,
Samsung,,HD Ready,32,2022,"₹14,980",3,4.2
BPL,Android,Full HD,43,2020,"₹21,592",6,4.1
XIAOMI,Google TV,HD Ready,32,2025,"₹13,999",141,4
Samsung,,Ultra HD (4K),50,2025,"₹39,990","1,261",4.3
LG,WebOS,Ultra HD (4K),75,2023,"₹2,36,199",0,3
LG,WebOS,Ultra HD (4K),55,2023,"₹46,990",,
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
Panasonic,Google TV,HD Ready,32,2023,"₹14,990",543,4.2
XElectron,Android,Ultra HD (4K),43,2022,"₹17,999",166,4.1
LG,WebOS,Ultra HD (4K),65,2020,"₹99,990",0,4.7
Sansui,Google TV,Ultra HD (4K),55,2022,"₹36,940",109,4.2
LG,WebOS,Full HD,32,2024,"₹19,999",,
Foxsky,Google TV,HD Ready,32,2024,"₹7,499","1,062",4.3
Foxsky,Android,HD Ready,32,2023,"₹6,999","1,867",4.1
LG,WebOS,HD Ready,32,2019,"₹25,191",126,4.3
Samsung,,Ultra HD (4K),55,2022,"₹46,990",,
XIAOMI,FireTv OS,Ultra HD (4K),55,2025,"₹37,999",141,4
XIAOMI,Google TV,Ultra HD (4K),55,2025,"₹42,999",141,4
SONY,Google TV,Ultra HD (4K),65,2022,"₹79,990",59,4.6
Acer,Google TV,Ultra HD (4K),43,2024,"₹26,490",17,4
Sansui,Google TV,HD Ready,32,2023,"₹11,750",8,4.1
LG,WebOS,Ultra HD (4K),55,2022,"₹48,990",7,4.3
XIAOMI,Google TV,HD Ready,32,2025,"₹13,999",141,4
XIAOMI,FireTv OS,Ultra HD (4K),43,2025,"₹24,999","5,753",4.3
MOTOROLA,Android,Ultra HD (4K),50,2021,"₹40,399",229,4.4
LG,Linux,HD Ready,32,2018,"₹17,499",109,4.3
Panasonic,Google TV,HD Ready,32,2023,"₹14,990",543,4.2
Samsung,,Ultra HD (4K),50,2025,"₹40,990","3,730",4.3
iMEE,Android,HD Ready,32,2021,"₹13,999",3,4.2
iMEE,Android,HD Ready,32,2021,"₹13,999",3,4.2
LG,WebOS,Ultra HD (4K),65,2021,"₹69,990","2,015",4.4
Samsung,,Ultra HD (4K),65,2024,"₹1,09,990",,
Samsung,,Ultra HD (4K),50,2025,"₹39,990","1,261",4.3
Samsung,,Ultra HD (4K),43,2025,"₹28,990","1,261",4.3
LG,WebOS,Ultra HD (4K),50,2023,"₹46,791",,
CANDY,Google TV,Ultra HD (4K),55,2023,"₹41,990",27,4.2
